ID Sypanie,Obrazok,"Nazov (odstranit cisla, skonzistentnit a spresnit)",Kategoria (vybrat jedno z dodaneho zoznamu),Do nultej verzie,Otazka,Koncepty,Kapitola,Subkapitola,"Typ otazky (single choice, multi-choice, ano-nie, volny text,…)",Spravna odpoved,"Moznosti, ak boli k dispozicii",Obtiaznost (impossible/tazke/stredne/lahke/trivialne),XML,Pressman
744,,Dokumentovateľnosť softvéru,softverove_inzinierstvo,,Dokumentovateľnosť softvéru je:,vlastnosť softvéru,01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,single-choice,"Miera, do akej sú všetky rozhodnutia počas vývoja zdokumentované a kontinuita dokumentácie počas všetkých etáp.","Správanie sa výrobku pri výpadku – výrobok by nemal pri výpadku systému spôsobiť ani fyzické ani ekonomické škody.;<correct>Miera, do akej sú všetky rozhodnutia počas vývoja zdokumentované a kontinuita dokumentácie počas všetkých etáp.</correct>;Miera, do akej výrobok spĺňa špecifikáciu;Splnenie kritérií na využitie zdrojov počítačového systému, na čas potrebný na realizáciu a ďalších kritérií spojených so samotným vývojom (napr. náklady).",lahke,,pressman
745,,Bezpečnosť softvéru,softverove_inzinierstvo,,Bezpečnosť softvéru je:,vlastnosť softvéru,01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,single-choice,Miera odolnosti voči neoprávneným zásahom do systému.,"Miera, do akej možno jednotlivé časti výrobku znovu použiť iných podobných aplikáciách.;Úsilie, ktoré treba vynaložiť na testovanie vlastností výrobku, napr. či vykazuje požadované správanie.;<correct>Miera odolnosti voči neoprávneným zásahom do systému.</correct>;Úsilie, ktoré treba na prenos výrobku z jednej platformy na inú (prostredie, v ktorom sa prevádzkuje).",lahke,,pressman
746,,Prenosnosť softvéru,softverove_inzinierstvo,,Prenosnosť softvéru je:,vlastnosť softvéru,01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,single-choice,"Úsilie, ktoré treba na prenos výrobku z jednej platformy na inú (prostredie, v ktorom sa prevádzkuje).","<correct>Úsilie, ktoré treba na prenos výrobku z jednej platformy na inú (prostredie, v ktorom sa prevádzkuje).</correct>;Miera, do akej možno jednotlivé časti výrobku znovu použiť iných podobných aplikáciách.;Miera odolnosti voči neoprávneným zásahom do systému.;Úsilie, ktoré treba vynaložiť na testovanie vlastností výrobku, napr. či vykazuje požadované správanie.",lahke,,pressman
747,,Zákaznícky softér,softverove_inzinierstvo,,Znovupoužiteľnosť softvéru je:,vlastnosť softvéru,01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,single-choice,"Miera, do akej možno jednotlivé časti výrobku znovu použiť iných podobných aplikáciách.","<correct>Miera, do akej možno jednotlivé časti výrobku znovu použiť iných podobných aplikáciách.</correct>;Úsilie, ktoré treba vynaložiť na testovanie vlastností výrobku, napr. či vykazuje požadované správanie.;Miera odolnosti voči neoprávneným zásahom do systému.;Úsilie, ktoré treba na prenos výrobku z jednej platformy na inú (prostredie, v ktorom sa prevádzkuje).",lahke,,pressman
748,,Testovateľnosť softvéru,softverove_inzinierstvo,,Testovateľnosť softvéru je:,vlastnosť softvéru,01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,single-choice,"Úsilie, ktoré treba vynaložiť na testovanie vlastností výrobku, napr. či vykazuje požadované správanie.","Miera, do akej možno jednotlivé časti výrobku znovu použiť iných podobných aplikáciách.;Úsilie, ktoré treba na prenos výrobku z jednej platformy na inú (prostredie, v ktorom sa prevádzkuje).;<correct>Úsilie, ktoré treba vynaložiť na testovanie vlastností výrobku, napr. či vykazuje požadované správanie.</correct>;Miera odolnosti voči neoprávneným zásahom do systému.",lahke,,pressman
749,,Vnútorné problémy tvorby softvéru,metody_tvorby_softveru,,"Vyberte podstatné, vnútorné problémy tvorby softvéru.",problém s tvorbou softvéru,01 Úvod do softvérového inžinierstva,01.03 Problémy tvorby softvéru,multi-choice,zložitosť;nestálosť,<correct>zložitosť</correct>;nedostatok dokumentácie;<correct>nestálosť</correct>;cena,stredne,,pressman
750,,Proces vývoja softvéru,etapy_vyvoja_softveru,,Proces vývoja softvéru definuje:,softvérový proces,01 Úvod do softvérového inžinierstva,01.00 [Main],multi-choice,ako dosiahneme určitý cieľ;role a ich zodpovednosti,<correct>ako dosiahneme určitý cieľ</correct>;<correct>role a ich zodpovednosti</correct>;cenu výsledného produktu;odhadovanú dĺžku vývoja,lahke,,pressman
751,,Životný cyklus softvéru,etapy_vyvoja_softveru,,Aké sú podstatné charakteristiky každého modelu životného cyklu softvéru?,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,definuje jednotlivé etapy vývoja;definuje činnosti jednotlivých etáp;definuje vstupy a výstupy etáp,<correct>definuje jednotlivé etapy vývoja</correct>;definuje náklady spojené s každou etapou vývoja;<correct>definuje činnosti jednotlivých etáp</correct>;definuje problémy spojené s každou etapou;<correct>definuje vstupy a výstupy etáp</correct>,lahke,,pressman
752,,Životný cyklus softvéru,etapy_vyvoja_softveru,,Čo nedefinuje model životného cyklu softvéru:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,dĺžku trvania krokov a ich rozsah,časovú následnosť krokov;vstupy krokov;činnosti jednotlivých krokov;<correct>dĺžku trvania krokov a ich rozsah</correct>,lahke,,pressman
753,,V-model,etapy_vyvoja_softveru,,V-model vývoja softvéru neobsahuje:,"životný cyklus softvéru, softvérový prototyp",03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,postupnú evolúcia prototypu,akceptačné testovanie;<correct>postupnú evolúcia prototypu</correct>;inštaláciu,stredne,,pressman
754,,V-model Štúdia vhodnosti,etapy_vyvoja_softveru,,Štúdia vhodnosti sa vykonáva vo fáze V-modelu:,"životný cyklus softvéru, štúdia vhodnosti",03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,analýzy a špecifikácie požiadaviek,<correct>analýzy a špecifikácie požiadaviek</correct>;architektonického návrhu;podrobného návrhu;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
755,,V-model Akceptačné testovanie,etapy_vyvoja_softveru,,Akceptačné testovanie sa plánuje vo fáze V-modelu:,"životný cyklus softvéru, akceptačné testovanie",03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,analýzy a špecifikácie požiadaviek,<correct>analýzy a špecifikácie požiadaviek</correct>;architektonického návrhu;podrobného návrhu;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
756,,V-model Celková koncepcia systému,etapy_vyvoja_softveru,,Celková koncepcia systému sa ujasňuje vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,architektonického návrhu,analýzy a špecifikácie požiadaviek;<correct>architektonického návrhu</correct>;podrobného návrhu;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
757,,V-model Návrh dekompozície,etapy_vyvoja_softveru,,Návrh dekompozície systému sa vykonáva vo fáze V-modelu:,"životný cyklus softvéru, dekompozícia",03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,architektonického návrhu,analýzy a špecifikácie požiadaviek;<correct>architektonického návrhu</correct>;podrobného návrhu;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
758,,V-model Celkový koncept interného testovania,etapy_vyvoja_softveru,,Celkový koncept interného testovanie systému sa plánuje vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,architektonického návrhu,analýzy a špecifikácie požiadaviek;<correct>architektonického návrhu</correct>;podrobného návrhu;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
759,,V-model Nasadzovanie systému,etapy_vyvoja_softveru,,Nasadzovanie systému sa plánuje vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,architektonického návrhu,analýzy a špecifikácie požiadaviek;<correct>architektonického návrhu</correct>;podrobného návrhu;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
760,,V-model Softvérové súčiastky,etapy_vyvoja_softveru,,Softvérové súčiastky sa do detailu špecifikujú vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,podrobného návrhu,analýzy a špecifikácie požiadaviek;architektonického návrhu;<correct>podrobného návrhu</correct>;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
761,,V-model Rozhranie softvérových súčiastok,etapy_vyvoja_softveru,,Rozhrania softvérových súčiastok sa špecifikujú vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,podrobného návrhu,analýzy a špecifikácie požiadaviek;architektonického návrhu;<correct>podrobného návrhu</correct>;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
762,,V-model Logická štruktúra údajov,etapy_vyvoja_softveru,,Logická štruktúra údajov sa špecifikuje vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,podrobného návrhu,analýzy a špecifikácie požiadaviek;architektonického návrhu;<correct>podrobného návrhu</correct>;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
763,,V-model Fyzická štruktúra údajov,etapy_vyvoja_softveru,,Fyzická štruktúra údajov sa špecifikuje vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,podrobného návrhu,analýzy a špecifikácie požiadaviek;architektonického návrhu;<correct>podrobného návrhu</correct>;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
764,,V-model Testovanie jednotlivých súčiastok,etapy_vyvoja_softveru,,Testovanie jednotlivých súčiastok sa plánuje vo fáze V-modelu:,"životný cyklus softvéru, testovanie",03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,podrobného návrhu,analýzy a špecifikácie požiadaviek;architektonického návrhu;<correct>podrobného návrhu</correct>;implementácie a testovania súčiastok;prevádzky a údržby,stredne,,pressman
765,,V-model Dokumentovanie súčiastok,etapy_vyvoja_softveru,,Súčiastky sa dokumentujú vo fáze V-modelu:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,implementácie a testovania súčiastok,analýzy a špecifikácie požiadaviek;architektonického návrhu;podrobného návrhu;<correct>implementácie a testovania súčiastok</correct>;prevádzky a údržby,stredne,,pressman
766,,Vodopádový model,etapy_vyvoja_softveru,,Čím je charakteristický vodopádový model životného cyklu softvéru:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,nasledujúca etapa začína po skončení predchádzajúcej,systém sa vytvára a odovdáva po častiach;systém sa vyvíja v iteráciach;využíva sa formálna špecifikácia systému;<correct>nasledujúca etapa začína po skončení predchádzajúcej</correct>,lahke,,pressman
767,,Inkrementálny model,etapy_vyvoja_softveru,,Čím je charakteristický inkrementálny (prírastkový) model životného cyklu softvéru:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,systém sa vytvára a odovzdáva po častiach,<correct>systém sa vytvára a odovzdáva po častiach</correct>;systém sa vyvíja v iteráciach;využíva sa formálna špecifikácia systému;nasledujúca etapa začína po skončení predchádzajúcej,lahke ,,pressman
768,,Itertívny model,etapy_vyvoja_softveru,,Čím je charakteristický iteratívny model životného cyklu softvéru:,životný cyklus softvéru,03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,systém sa vyvíja v iteráciach;v každej interácii sa vytvorí vykonateľný výsledok,systém sa vytvára a odovzdáva po častiach;<correct>systém sa vyvíja v iteráciach</correct>;využíva sa formálna špecifikácia systému;<correct>v každej interácii sa vytvorí vykonateľný výsledok</correct>,lahke,,pressman
769,,Úlohy v softvérovom tíme,manazment,,Čo nepatrí medzi úlohy v softvérovom tíme:,manažment,12 Manažment softvérového projektu,12.00 [Main],multi-choice,zákazník,analytik;auditor na zabezpečenie kvality;podporný personál;<correct>zákazník</correct>,lahke,,pressman
770,,Softvérový projekt,softverove_inzinierstvo,,Softvérový projekt,softvérový projekt,01 Úvod do softvérového inžinierstva,01.00 [Main],single-choice,konkretizuje činnosti a poradie definované procesom,<correct>konkretizuje činnosti a poradie definované procesom</correct>;určuje abstraktnú množinu činností,lahke,,pressman
771,,Proces vývoja softvéru,etapy_vyvoja_softveru,,Čo zahrňuje proces vývoja softvéru?,životný cyklus softvéru,02 Etapy životného cyklu softvéru,02.00 [Main],single-choice,"Činnosti priamo spojené s vývojom softvéru, špecifikácia softvéru, realizácia softvéru, validácia softvéru a evolúcia softvéru.","<correct> Činnosti priamo spojené s vývojom softvéru, špecifikácia softvéru, realizácia softvéru, validácia softvéru a evolúcia softvéru.</correct>; Riadenie zmien softvérového systému, identifikácia jednotlivých verzií a konfigurácií počas jeho celého životného cyklu.; Použitie znalostí, zručností, prostriedkov a techník na projektové činnosti s cieľom dosiahnutia (alebo prekročenia) potrieb a očakávaní projektu.; Zlepšovanie procesu = porozumenie existujúcim procesom a ich zmena tak, že sa zlepšia vlastnosti softvéru a/alebo sa redukujú náklady a čas na vývoj (kvalita).",stredne,,pressman
772,,Proces manažmentu softvéru,manazment_softveru,,Čo zahrňuje proces manažmentu softvéru?,manažment,11 Manažment softvéru,11.00 [Main],single-choice,"Riadenie zmien softvérového systému, identifikácia jednotlivých verzií a konfigurácií počas jeho celého životného cyklu.","Činnosti priamo spojené s vývojom softvéru, špecifikácia softvéru, realizácia softvéru, validácia softvéru a evolúcia softvéru.;<correct> Riadenie zmien softvérového systému, identifikácia jednotlivých verzií a konfigurácií počas jeho celého životného cyklu.</correct>; Použitie znalostí, zručností, prostriedkov a techník na projektové činnosti s cieľom dosiahnutia (alebo prekročenia) potrieb a očakávaní projektu.; Zlepšovanie procesu = porozumenie existujúcim procesom a ich zmena tak, že sa zlepšia vlastnosti softvéru a/alebo sa redukujú náklady a čas na vývoj (kvalita).",stredne,,pressman
773,,Proces manažmentu projektu,manazment_projektu,,Čo zahrňuje proces manažmentu projektu?,manažment projektu,12 Manažment softvérového projektu,12.00 [Main],single-choice,"Použitie znalostí, zručností, prostriedkov a techník na projektové činnosti s cieľom dosiahnutia (alebo prekročenia) potrieb a očakávaní projektu.","Činnosti priamo spojené s vývojom softvéru, špecifikácia softvéru, realizácia softvéru, validácia softvéru a evolúcia softvéru.; Riadenie zmien softvérového systému, identifikácia jednotlivých verzií a konfigurácií počas jeho celého životného cyklu.;<correct> Použitie znalostí, zručností, prostriedkov a techník na projektové činnosti s cieľom dosiahnutia (alebo prekročenia) potrieb a očakávaní projektu.</correct>; Zlepšovanie procesu = porozumenie existujúcim procesom a ich zmena tak, že sa zlepšia vlastnosti softvéru a/alebo sa redukujú náklady a čas na vývoj (kvalita).",stredne,,pressman
774,,Proces manažmentu procesu,manazment_procesu,,Čo zahrňuje proces manažmentu procesu?,manažment,11 Manažment softvéru,11.00 [Main],single-choice,"Zlepšovanie procesu = porozumenie existujúcim procesom a ich zmena tak, že sa zlepšia vlastnosti softvéru a/alebo sa redukujú náklady a čas na vývoj (kvalita).","Činnosti priamo spojené s vývojom softvéru, špecifikácia softvéru, realizácia softvéru, validácia softvéru a evolúcia softvéru.; Riadenie zmien softvérového systému, identifikácia jednotlivých verzií a konfigurácií počas jeho celého životného cyklu.; Použitie znalostí, zručností, prostriedkov a techník na projektové činnosti s cieľom dosiahnutia (alebo prekročenia) potrieb a očakávaní projektu.;<correct> Zlepšovanie procesu = porozumenie existujúcim procesom a ich zmena tak, že sa zlepšia vlastnosti softvéru a/alebo sa redukujú náklady a čas na vývoj (kvalita).</correct>",stredne,,pressman
775,,Diagramy funkcionálnych modelov,funkcionalne_modely,,Ktoré z uvedených diagramov vizualizujú funkcionálne modely?,funkcionálny model,07 Funkcionálne modely,07.00 [Main],multi-choice,Diagram tokov údajov;Diagram prípadov použitia,<correct>Diagram tokov údajov</correct>;Diagram tried;<correct>Diagram prípadov použitia</correct>;Diagram komunikácie,stredne,,pressman
776,,Model prípadov použitia,funkcionalne_modely,,Ktoré z uvedených tvrdení ohľadom modelu prípadov použitia sú pravdivé?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,"Opisuje funkcionalitu z pohľadu používateľov;Sleduje typickú funkcionalitu systému, podsystému alebo triedy;Opisuje, čo systém robí, uvažuje všetky spôsoby použitia systému;Je súčasťou jazyka UML","<correct>Opisuje funkcionalitu z pohľadu používateľov</correct>;Identifikuje údaje, ktoré systém prijíma, s ktorými pracuje a ktoré produkuje;<correct>Sleduje typickú funkcionalitu systému, podsystému alebo triedy</correct>;Sleduje sa ako systém reaguje v čase a ako sa mení jeho správanie;<correct>Opisuje, čo systém robí, uvažuje všetky spôsoby použitia systému</correct>;<correct>Je súčasťou jazyka UML</correct>",lahke,,pressman
777,,Diagram prípadov použitia,funkcionalne_modely,,Ktoré z nasledovných entít patria do diagramov prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Prípady použitia;Hráči;Ohraničenie systému,Triedy;<correct>Prípady použitia</correct>;Komponenty systému;<correct>Hráči</correct>;Rozhrania;<correct>Ohraničenie systému</correct>,lahke,,pressman
778,,Prípad použitia,funkcionalne_modely,,Čo predstavuje prípad použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,"Entitu UML diagramu prípadov použitia;Typickú množinu scenárov, ktoré používateľ nasleduje pri použití modelovaného systému;Pomenovanú a štruktúrovaným textom opísanú typickú interakciu medzi používateľom a modelovaným systémom","<correct>Entitu UML diagramu prípadov použitia</correct>;<correct>Typickú množinu scenárov, ktoré používateľ nasleduje pri použití modelovaného systému</correct>;Pomenovanú úlohu používateľa alebo iného (externého) systému, ktorú tento hrá v modelovanom systéme;<correct>Pomenovanú a štruktúrovaným textom opísanú typickú interakciu medzi používateľom a modelovaným systémom</correct>",trivialne,,pressman
779,,Hráč,funkcionalne_modely,,Čo predstavuje hráč?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,"Entitu UML diagramu prípadov použitia;Pomenovanú úlohu používateľa alebo iného (externého) systému, ktorú tento hrá v modelovanom systéme","<correct>Entitu UML diagramu prípadov použitia</correct>;Typickú množinu scenárov, ktoré používateľ nasleduje pri použití modelovaného systému;<correct>Pomenovanú úlohu používateľa alebo iného (externého) systému, ktorú tento hrá v modelovanom systéme</correct>;Pomenovanú a štruktúrovaným textom opísanú typickú interakciu medzi používateľom a modelovaným systémom",trivialne,,pressman
780,,Hráč,funkcionalne_modely,,Čo môže predstavovať hráč v diagrame prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Používateľa;Externý systém,<correct>Používateľa</correct>;<correct>Externý systém</correct>,trivialne,,pressman
781,,Hráč,funkcionalne_modely,,Môže jeden používateľ vystupovať v roli viacerých hráčov v rámci jedného diagramu prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,single-choice,Áno,<correct>Áno</correct>;Nie,lahke,,pressman
782,,Model prípadov použitia,funkcionalne_modely,,Ktoré prípady tokov udalostí znázorňujú modely prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Normálne prípady;Výnimočné prípady;Chybové prípady,<correct>Normálne prípady</correct>;<correct>Výnimočné prípady</correct>;<correct>Chybové prípady</correct>;Fiktívne prípady,lahke,,pressman
783,,Diagram prípadov použitia,funkcionalne_modely,,Vzťahy medzi akými entitami sa môžu nachádzať v diagrame prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Medzi hráčom a prípadom použitia;Medzi dvoma prípadmi použitia;Medzi dvoma hráčmi,<correct>Medzi hráčom a prípadom použitia</correct>;Medzi hráčom a triedou;<correct>Medzi dvoma prípadmi použitia</correct>;<correct>Medzi dvoma hráčmi</correct>;Medzi dvoma triedami,lahke,,pressman
784,,Asociácia v diagrame prípadov použitia,funkcionalne_modely,,Aké entity spája asociácia v diagrame prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Hráča a prípad použitia,<correct>Hráča a prípad použitia</correct>;Dva prípady použitia;Dvoch hráčov,lahke,,pressman
785,,Zovšeobecnenie v diagrame prípadov použitia,funkcionalne_modely,,Aké entity spája zovšeobecnenie (angl. generalization) v diagrame prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Dva prípady použitia;Dvoch hráčov,Hráča a prípad použitia;<correct>Dva prípady použitia</correct>;<correct>Dvoch hráčov</correct>,lahke,,pressman
786,,Include v diagrame prípadov použitia,funkcionalne_modely,,Aké entity spája závislosť <<include>> v diagrame prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Dva prípady použitia,Hráča a prípad použitia;<correct>Dva prípady použitia</correct>;Dvoch hráčov,trivialne,,pressman
787,,Extend v diagrame prípadov použitia,funkcionalne_modely,,Aké entity spája závislosť <<extend>> v diagrame prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Dva prípady použitia,Hráča a prípad použitia;<correct>Dva prípady použitia</correct>;Dvoch hráčov,trivialne,,pressman
788,,Model prípadov použitia,funkcionalne_modely,,Na čo sa používajú modely prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Modelovanie požiadaviek na systém;Odhad času a úsilia potrebného na realizáciu systému;Stanovenie priorít realizácie systému,<correct>Modelovanie požiadaviek na systém</correct>;Určenie technickej realizácie systému a použitých technológií;Navrhnutie architektúry a komponentov systému;<correct>Odhad času a úsilia potrebného na realizáciu systému</correct>;<correct>Stanovenie priorít realizácie systému</correct>,lahke,,pressman
789,,Model prípadov použitia,funkcionalne_modely,,Na čo sa používajú modely prípadov použitia?,"diagram prípadov použitia, funkcionálny model, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Komunikácia s používateľmi;Odhad času a úsilia potrebného na realizáciu systému;Pri testovaní systému (metódou čiernej skrinky),<correct>Komunikácia s používateľmi</correct>;<correct>Odhad času a úsilia potrebného na realizáciu systému</correct>;Určenie technickej realizácie systému a použitých technológií;Navrhnutie architektúry a komponentov systému;<correct>Pri testovaní systému (metódou čiernej skrinky)</correct>,lahke,,pressman
790,,Model systému,modelovanie_softveru,,Čo predstavuje model systému?,modelovanie,04 Základy modelovania softvéru,04.00 [Main],multi-choice,Zjednodušenú kópiu skutočného systému,Reálnu kópiu skutočného systému;<correct>Zjednodušenú kópiu skutočného systému</correct>;Zdrojový kód systému,trivialne,,pressman
791,,Čo opisuje model,modelovanie_softveru,,Ktoré tvrdenia sú správne?,modelovanie,04 Základy modelovania softvéru,04.00 [Main],multi-choice,Model opisuje určitý aspekt systému na určitej úrovni abstrakcie,Model opisuje všetky možné aspekty systému na všetkých úrovniach abstrakcie;Kvalitný model opisuje všetky možné aspekty systému na všetkých úrovniach abstrakcie;Model opisuje určitý aspekt systému na všetkých úrovniach abstrakcie;<correct>Model opisuje určitý aspekt systému na určitej úrovni abstrakcie</correct>;Nekvalitný model opisuje určitý aspekt systému na určitej úrovni abstrakcie,stredne,,pressman
792,,Príklady modelov,modelovanie_softveru,,Ktoré z nasledovných vecí predstavujú príklady modelov?,modelovanie,04 Základy modelovania softvéru,04.00 [Main],multi-choice,Geografická mapa;Technická dokumentácia mosta;Detská železnica,<correct>Geografická mapa</correct>;Osobné auto VW Golf;<correct>Technická dokumentácia mosta</correct>;<correct>Detská železnica</correct>,lahke,,pressman
793,,Tvrdenia o modeli,modelovanie_softveru,,Ktoré z nasledovných tvrdení sú pravdivé?,modelovanie,06 Prehľad modelovania softvéru,06.00 [Main],multi-choice,"Model možno ľahšie zostaviť ako skutočný systém;Model možno použiť na simulácie a tým spoznať vlastnosti entity, ktorú reprezentuje;Môžeme sa rozhodnúť, čo budeme v modeli reprezentovať (a čo zanedbáme)","<correct>Model možno ľahšie zostaviť ako skutočný systém</correct>;<correct>Model možno použiť na simulácie a tým spoznať vlastnosti entity, ktorú reprezentuje</correct>;Model môže reprezentovať iba skutočné (fyzické) entity;<correct>Môžeme sa rozhodnúť, čo budeme v modeli reprezentovať (a čo zanedbáme)</correct>",lahke,,pressman
794,,Tvrdenia o modeli,modelovanie_softveru,,Ktoré z nasledovných tvrdení sú pravdivé?,modelovanie,06 Prehľad modelovania softvéru,06.00 [Main],single-choice,Model môže reprezentovať skutočné (fyzické) aj virtuálne entity z ľubovoľnej oblasti,Model môže reprezentovať iba skutočné (fyzické) entity z ľubovoľnej oblasti;Model môže reprezentovať iba virtuálne entity z ľubovoľnej oblasti;<correct>Model môže reprezentovať skutočné (fyzické) aj virtuálne entity z ľubovoľnej oblasti</correct>,lahke,,pressman
795,,Statický model systému,modelovanie_softveru,,Čo opisuje statický model systému?,modelovanie,06 Prehľad modelovania softvéru,06.00 [Main],single-choice,Elementy systému a vzťahy medzi nimi,<correct>Elementy systému a vzťahy medzi nimi</correct>;Správanie sa systému v čase;Vzťahy medzi elementmi systému a ich správanie v čase,trivialne,,pressman
796,,Dynamický model systému,modelovanie_softveru,,Čo opisuje dynamický model systému?,modelovanie,06 Prehľad modelovania softvéru,06.00 [Main],single-choice,Správanie sa systému v čase,Elementy systému a vzťahy medzi nimi;<correct>Správanie sa systému v čase</correct>;Vzťahy medzi elementmi systému a ich správanie v čase,trivialne,,pressman
797,,Klasifikácie modelov softvérových systémov,modelovanie_softveru,,Ktoré z nasledovných klasifikácií modelov softvérových systémov sú správne?,modelovanie,06 Prehľad modelovania softvéru,06.00 [Main],multi-choice,Statické modely a dynamické modely;Fyzické modely a logické modely,Matematické modely a fyzické modely;Statické modely a fyzické modely;<correct>Statické modely a dynamické modely</correct>;<correct>Fyzické modely a logické modely</correct>;Implementačné modely a testovacie modely,lahke,,pressman
798,,Tvrdenia o modeli vo fáze analýzy,modelovanie_softveru,,Ktoré z nasledovných tvrdení sú pravdivé o modeloch vo fáze analýzy?,"modelovanie, analýza požiadaviek",06 Prehľad modelovania softvéru,06.00 [Main],multi-choice,Vytvárajú model problémovej oblasti,"<correct>Vytvárajú model problémovej oblasti</correct>;Modelujú softvérový systém, ktorý bude spĺňať definované požiadavky;Znázorňujú realizáciu návrhu použitím počítačových prostriedkov",lahke,,pressman
799,,Tvrdenia o modeli vo fáze návrhu,modelovanie_softveru,,Ktoré z nasledovných tvrdení sú pravdivé o modeloch vo fáze návrhu?,"modelovanie, návrh softvéru",06 Prehľad modelovania softvéru,06.00 [Main],multi-choice,"Modelujú softvérový systém, ktorý bude spĺňať definované požiadavky","Vytvárajú model problémovej oblasti;<correct>Modelujú softvérový systém, ktorý bude spĺňať definované požiadavky</correct>;Znázorňujú realizáciu návrhu použitím počítačových prostriedkov",lahke,,pressman
